id,label,predict_result,predict_score,predict_detail,type
1,3,3,0.30885812640190125,{'0': 0.20054961740970612, '1': 0.18347924947738647, '2': 0.30711308121681213, '3': 0.30885812640190125},predict
196,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
197,1,1,0.48015645146369934,{'0': 0.42444518208503723, '1': 0.48015645146369934, '2': 0.09472747892141342, '3': 0.0006708994624204934},predict
198,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
199,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
200,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
201,3,3,0.3463687002658844,{'0': 0.18537919223308563, '1': 0.16859185695648193, '2': 0.29966023564338684, '3': 0.3463687002658844},predict
202,1,0,0.32976487278938293,{'0': 0.32976487278938293, '1': 0.3214689791202545, '2': 0.2838990390300751, '3': 0.06486712396144867},predict
203,0,1,0.468627005815506,{'0': 0.4211246371269226, '1': 0.468627005815506, '2': 0.10911371558904648, '3': 0.0011345933889970183},predict
204,0,1,0.4341600239276886,{'0': 0.406955748796463, '1': 0.4341600239276886, '2': 0.15458250045776367, '3': 0.004301766399294138},predict
205,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
206,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
207,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
208,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
209,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
210,0,1,0.4198966920375824,{'0': 0.3995029628276825, '1': 0.4198966920375824, '2': 0.17375020682811737, '3': 0.006850073579698801},predict
211,0,1,0.47918441891670227,{'0': 0.4241963326931, '1': 0.47918441891670227, '2': 0.09591679275035858, '3': 0.0007025443483144045},predict
212,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
213,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
214,2,1,0.4105861186981201,{'0': 0.39420250058174133, '1': 0.4105861186981201, '2': 0.1861429214477539, '3': 0.009068476967513561},predict
215,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
216,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
217,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
218,0,1,0.463731974363327,{'0': 0.4194818437099457, '1': 0.463731974363327, '2': 0.11538678407669067, '3': 0.0013994380133226514},predict
219,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
220,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
221,0,1,0.4311690330505371,{'0': 0.4054628312587738, '1': 0.4311690330505371, '2': 0.15860779583454132, '3': 0.004760414361953735},predict
222,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
223,2,2,0.3176422119140625,{'0': 0.25950419902801514, '1': 0.24335063993930817, '2': 0.3176422119140625, '3': 0.17950302362442017},predict
224,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
225,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
226,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
227,1,1,0.4460604786872864,{'0': 0.41250231862068176, '1': 0.4460604786872864, '2': 0.13862261176109314, '3': 0.0028145641554147005},predict
228,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
229,1,1,0.5368395447731018,{'0': 0.42677080631256104, '1': 0.5368395447731018, '2': 0.03636796772480011, '3': 2.1625626686727628e-05},predict
230,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
231,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
232,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
233,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
234,1,1,0.4957105815410614,{'0': 0.42758363485336304, '1': 0.4957105815410614, '2': 0.076400525867939, '3': 0.0003053228138014674},predict
235,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
236,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
237,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
238,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
239,0,1,0.4669293463230133,{'0': 0.42057016491889954, '1': 0.4669293463230133, '2': 0.11127921938896179, '3': 0.0012212693691253662},predict
240,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
241,0,1,0.3659457862377167,{'0': 0.3646654784679413, '1': 0.3659457862377167, '2': 0.2413557916879654, '3': 0.028032947331666946},predict
242,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
243,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
244,1,1,0.5074419975280762,{'0': 0.4288063645362854, '1': 0.5074419975280762, '2': 0.06359430402517319, '3': 0.0001573493063915521},predict
245,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
246,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
247,2,0,0.32026565074920654,{'0': 0.32026565074920654, '1': 0.31023040413856506, '2': 0.29208919405937195, '3': 0.07741472125053406},predict
248,1,0,0.3065486550331116,{'0': 0.3065486550331116, '1': 0.29445990920066833, '2': 0.30170971155166626, '3': 0.09728174656629562},predict
249,0,1,0.4829600751399994,{'0': 0.42513012886047363, '1': 0.4829600751399994, '2': 0.09132353961467743, '3': 0.0005862278630957007},predict
250,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
251,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
252,0,1,0.4701324999332428,{'0': 0.4216025173664093, '1': 0.4701324999332428, '2': 0.10720297694206238, '3': 0.001062079449184239},predict
253,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
254,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
255,3,3,0.3749701976776123,{'0': 0.17424051463603973, '1': 0.15777263045310974, '2': 0.2930167019367218, '3': 0.3749701976776123},predict
256,1,1,0.5870079398155212,{'0': 0.4037429392337799, '1': 0.5870079398155212, '2': 0.009248882532119751, '3': 1.8716666261298087e-07},predict
257,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
258,0,2,0.3133794963359833,{'0': 0.2180461436510086, '1': 0.20088644325733185, '2': 0.3133794963359833, '3': 0.26768791675567627},predict
259,1,1,0.416262149810791,{'0': 0.39747294783592224, '1': 0.416262149810791, '2': 0.17860612273216248, '3': 0.007658802904188633},predict
260,0,1,0.43683871626853943,{'0': 0.40825942158699036, '1': 0.43683871626853943, '2': 0.15098010003566742, '3': 0.003921750001609325},predict
261,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
262,1,2,0.3070208430290222,{'0': 0.2969140410423279, '1': 0.283657044172287, '2': 0.3070208430290222, '3': 0.11240813136100769},predict
263,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
264,3,2,0.31191492080688477,{'0': 0.21325209736824036, '1': 0.19609004259109497, '2': 0.31191492080688477, '3': 0.2787429392337799},predict
265,1,1,0.44487252831459045,{'0': 0.41197773814201355, '1': 0.44487252831459045, '2': 0.14020875096321106, '3': 0.002940960694104433},predict
266,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
267,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
268,1,2,0.3150833249092102,{'0': 0.224668949842453, '1': 0.20754776895046234, '2': 0.3150833249092102, '3': 0.25270000100135803},predict
269,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
270,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
271,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
272,1,2,0.3179544508457184,{'0': 0.25477510690689087, '1': 0.23840633034706116, '2': 0.3179544508457184, '3': 0.18886414170265198},predict
273,3,1,0.3779618740081787,{'0': 0.3732280135154724, '1': 0.3779618740081787, '2': 0.2274484485387802, '3': 0.02136164903640747},predict
274,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
275,2,1,0.5011856555938721,{'0': 0.4282847046852112, '1': 0.5011856555938721, '2': 0.07030376046895981, '3': 0.0002258776075905189},predict
276,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
277,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
278,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
279,1,1,0.5995015501976013,{'0': 0.3944546580314636, '1': 0.5995015501976013, '2': 0.00604373449459672, '3': 4.3448242337262855e-08},predict
280,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
281,0,0,0.33675044775009155,{'0': 0.33675044775009155, '1': 0.3299289047718048, '2': 0.2770184278488159, '3': 0.05630220100283623},predict
282,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
283,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
284,1,1,0.6182117462158203,{'0': 0.3787509799003601, '1': 0.6182117462158203, '2': 0.0030372925102710724, '3': 4.12701517404912e-09},predict
285,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
286,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
287,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
288,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
289,0,1,0.4014110267162323,{'0': 0.3886663317680359, '1': 0.4014110267162323, '2': 0.1981617957353592, '3': 0.011760812252759933},predict
290,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
291,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
292,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
293,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
294,3,2,0.31456297636032104,{'0': 0.22248603403568268, '1': 0.20534753799438477, '2': 0.31456297636032104, '3': 0.2576034665107727},predict
295,2,1,0.4635709822177887,{'0': 0.4194258153438568, '1': 0.4635709822177887, '2': 0.11559416353702545, '3': 0.001408937619999051},predict
296,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
297,2,0,0.31067943572998047,{'0': 0.31067943572998047, '1': 0.2991575598716736, '2': 0.2990749776363373, '3': 0.09108805656433105},predict
298,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
299,1,1,0.5440032482147217,{'0': 0.425034761428833, '1': 0.5440032482147217, '2': 0.03094974346458912, '3': 1.2279538168513682e-05},predict
300,2,2,0.3146677017211914,{'0': 0.2765386402606964, '1': 0.2614194452762604, '2': 0.3146677017211914, '3': 0.147374227643013},predict
301,1,1,0.49635839462280273,{'0': 0.42767879366874695, '1': 0.49635839462280273, '2': 0.07566796988248825, '3': 0.0002948237815871835},predict
302,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
303,2,2,0.3101465106010437,{'0': 0.2081519365310669, '1': 0.1910099983215332, '2': 0.3101465106010437, '3': 0.2906915247440338},predict
304,3,2,0.3103194534778595,{'0': 0.2895694077014923, '1': 0.27555277943611145, '2': 0.3103194534778595, '3': 0.12455829977989197},predict
305,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
306,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
307,1,1,0.5769474506378174,{'0': 0.4103204905986786, '1': 0.5769474506378174, '2': 0.012731511145830154, '3': 5.624714276564191e-07},predict
308,0,1,0.4532032907009125,{'0': 0.4155132472515106, '1': 0.4532032907009125, '2': 0.12913915514945984, '3': 0.002144438214600086},predict
309,0,1,0.44342440366744995,{'0': 0.4113292694091797, '1': 0.44342440366744995, '2': 0.1421450823545456, '3': 0.003101218258962035},predict
310,0,1,0.6041892766952515,{'0': 0.39069706201553345, '1': 0.6041892766952515, '2': 0.00511373532935977, '3': 2.451172598227913e-08},predict
311,1,0,0.3358106017112732,{'0': 0.3358106017112732, '1': 0.32878023386001587, '2': 0.277988076210022, '3': 0.057421062141656876},predict
312,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
313,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
314,0,1,0.5092843174934387,{'0': 0.42890048027038574, '1': 0.5092843174934387, '2': 0.06167428940534592, '3': 0.00014094359357841313},predict
315,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
316,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
317,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
318,1,1,0.587541401386261,{'0': 0.40337061882019043, '1': 0.587541401386261, '2': 0.00908783357590437, '3': 1.761981849313088e-07},predict
319,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
320,2,1,0.37891000509262085,{'0': 0.3738856911659241, '1': 0.37891000509262085, '2': 0.22631533443927765, '3': 0.020888948813080788},predict
321,1,1,0.46832266449928284,{'0': 0.42102617025375366, '1': 0.46832266449928284, '2': 0.10950137674808502, '3': 0.0011497542727738619},predict
322,2,1,0.5415468811988831,{'0': 0.42568814754486084, '1': 0.5415468811988831, '2': 0.03275006264448166, '3': 1.4969387848395854e-05},predict
323,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
324,1,1,0.3739396929740906,{'0': 0.37040814757347107, '1': 0.3739396929740906, '2': 0.23219949007034302, '3': 0.0234526377171278},predict
325,1,1,0.4531446397304535,{'0': 0.4154895842075348, '1': 0.4531446397304535, '2': 0.12921643257141113, '3': 0.0021493444219231606},predict
326,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
327,0,1,0.5108386874198914,{'0': 0.4289591610431671, '1': 0.5108386874198914, '2': 0.060073915868997574, '3': 0.00012826104648411274},predict
328,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
329,3,2,0.3118670880794525,{'0': 0.2131054401397705, '1': 0.1959436535835266, '2': 0.3118670880794525, '3': 0.279083788394928},predict
330,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
331,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
332,0,1,0.40199583768844604,{'0': 0.3890281021595001, '1': 0.40199583768844604, '2': 0.19740307331085205, '3': 0.011572958901524544},predict
333,0,1,0.5647087693214417,{'0': 0.4170641601085663, '1': 0.5647087693214417, '2': 0.01822514459490776, '3': 1.9433562101767166e-06},predict
334,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
335,2,1,0.4645235538482666,{'0': 0.4197565019130707, '1': 0.4645235538482666, '2': 0.11436642706394196, '3': 0.0013534413883462548},predict
336,1,1,0.4990542531013489,{'0': 0.4280385673046112, '1': 0.4990542531013489, '2': 0.07265280187129974, '3': 0.00025440080207772553},predict
337,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
338,2,1,0.4139355719089508,{'0': 0.3961472511291504, '1': 0.4139355719089508, '2': 0.1817028671503067, '3': 0.008214335888624191},predict
339,3,0,0.3514226973056793,{'0': 0.3514226973056793, '1': 0.34835219383239746, '2': 0.2600012421607971, '3': 0.04022393003106117},predict
340,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
341,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
342,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
343,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
344,0,1,0.43493130803108215,{'0': 0.4073343873023987, '1': 0.43493130803108215, '2': 0.15354493260383606, '3': 0.004189435858279467},predict
345,0,1,0.4857163429260254,{'0': 0.42575302720069885, '1': 0.4857163429260254, '2': 0.08801861852407455, '3': 0.0005119509878568351},predict
346,2,1,0.455258309841156,{'0': 0.4163326919078827, '1': 0.455258309841156, '2': 0.12643103301525116, '3': 0.001977982698008418},predict
347,1,1,0.6063318848609924,{'0': 0.3889364004135132, '1': 0.6063318848609924, '2': 0.004731795750558376, '3': 1.879146083183514e-08},predict
348,0,2,0.3172678053379059,{'0': 0.2630251944065094, '1': 0.24705129861831665, '2': 0.3172678053379059, '3': 0.1726556420326233},predict
349,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
350,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
351,0,1,0.5356539487838745,{'0': 0.42700842022895813, '1': 0.5356539487838745, '2': 0.037313856184482574, '3': 2.3669650545343757e-05},predict
352,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
353,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
354,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
355,1,0,0.3234437108039856,{'0': 0.3234437108039856, '1': 0.3139585256576538, '2': 0.28949403762817383, '3': 0.07310374826192856},predict
356,0,2,0.31195300817489624,{'0': 0.21336930990219116, '1': 0.19620710611343384, '2': 0.31195300817489624, '3': 0.27847054600715637},predict
357,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
358,1,1,0.5918660759925842,{'0': 0.4002673923969269, '1': 0.5918660759925842, '2': 0.007866408675909042, '3': 1.0731324806556586e-07},predict
359,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
360,0,1,0.3790219724178314,{'0': 0.3739633858203888, '1': 0.3790219724178314, '2': 0.22618107497692108, '3': 0.020833617076277733},predict
361,1,1,0.576384425163269,{'0': 0.4106619358062744, '1': 0.576384425163269, '2': 0.012953037396073341, '3': 5.969518497295212e-07},predict
362,1,1,0.5995380878448486,{'0': 0.39442601799964905, '1': 0.5995380878448486, '2': 0.006035831291228533, '3': 4.325318414544199e-08},predict
363,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
364,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
365,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
366,1,1,0.47082388401031494,{'0': 0.4218176603317261, '1': 0.47082388401031494, '2': 0.10632844269275665, '3': 0.0010300871217623353},predict
367,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
368,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
369,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
370,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
371,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
372,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
373,3,2,0.3180476427078247,{'0': 0.24918977916240692, '1': 0.2326032519340515, '2': 0.3180476427078247, '3': 0.20015935599803925},predict
374,2,2,0.31352415680885315,{'0': 0.2805616855621338, '1': 0.26575183868408203, '2': 0.31352415680885315, '3': 0.14016225934028625},predict
375,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
376,2,1,0.44108113646507263,{'0': 0.41025981307029724, '1': 0.44108113646507263, '2': 0.1452835649251938, '3': 0.003375467611476779},predict
377,1,1,0.5504422783851624,{'0': 0.4230283796787262, '1': 0.5504422783851624, '2': 0.026522209867835045, '3': 7.159697815950494e-06},predict
378,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
379,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
380,0,1,0.5034432411193848,{'0': 0.42850807309150696, '1': 0.5034432411193848, '2': 0.0678500160574913, '3': 0.00019868335220962763},predict
381,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
382,2,1,0.46514371037483215,{'0': 0.4199691116809845, '1': 0.46514371037483215, '2': 0.11356887966394424, '3': 0.0013182992115616798},predict
383,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
384,0,1,0.5242228507995605,{'0': 0.4286055862903595, '1': 0.5242228507995605, '2': 0.047117553651332855, '3': 5.3954863687977195e-05},predict
385,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
386,3,2,0.31574755907058716,{'0': 0.22774800658226013, '1': 0.2106591761112213, '2': 0.31574755907058716, '3': 0.24584530293941498},predict
387,1,2,0.3078595995903015,{'0': 0.29517409205436707, '1': 0.2817273437976837, '2': 0.3078595995903015, '3': 0.11523889750242233},predict
388,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
389,3,0,0.31685033440589905,{'0': 0.31685033440589905, '1': 0.30625632405281067, '2': 0.2947210967540741, '3': 0.08217226713895798},predict
390,0,1,0.5144753456115723,{'0': 0.42901575565338135, '1': 0.5144753456115723, '2': 0.05640658363699913, '3': 0.00010237506648991257},predict
